/home/daniel/anaconda3/envs/umd_monai_py311/bin/python train_umdfibroid_monai.py --plans-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/nnUNetPlans.json --preproc-dir /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/nnUNetPlans_3d_fullres --splits-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/splits_final.json --nnunet-config 3d_fullres --fold 2 --outdir runs/umd_multiclass/unet3d/fold_02 --model unet3d --task multiclass --in-channels 1 --lesion-class-id 3 --oversample-foreground-percent 0.33 --fg-sampling perclass --fg-max-points-per-class 200000 --sampler nnunet --fg-perclass-selection inverse_frequency --fg-min-voxels-in-patch 16 --fg-resample-max-tries 12 --max-epochs 1000 --num-iterations-per-epoch 250 --lr 0.01 --poly-power 0.9 --weight-decay 3e-05 --val-every 50 --val-max-batches 32 --val-mode fullcase --val-num-cases 0 --num-workers 4 --seed 42 --ignore-index -1 --ignore-labels 255 -1 --grad-clip-norm 12.0 --dataset-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/dataset.json

[speed] case_cache_size=16 fg_cache_size=512 mta_cache=6 OMP/MKL/OPENBLAS/NUMEXPR=1
[dataset.json] inferred num_classes=5 from /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/dataset.json
[aug] spacing_zyx=(4.400000095367432, 0.4838709533214569, 0.4838709533214569) anisotropic=True do_elastic=False rot_xy=0 order_seg=0 simlr_ignore_axes=(0,)
[sampler] b2nd sampler=nnunet fg_perclass_selection=inverse_frequency fg_min_voxels_in_patch=16
using pin_memory on device 0
using pin_memory on device 0
[loss] Dice include_background=False (default False).
[val] fullcase evaluating n_cases=54 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.0000 (n=54) | c2:0.0000 (n=54) | c3:0.0000 (n=54) | c4:0.0000 (n=23)
[val] fullcase mean_fg_dice: 0.0000
[fold 2] epoch 0001/1000 | loss 1.3543 | val Dice 0.0000 (fullcase)
[fold 2] saved new best -> runs/umd_multiclass/unet3d/fold_02/best_unet3d_fold02.pt
[fold 2] epoch 0002/1000 | loss 1.2685
[fold 2] epoch 0003/1000 | loss 1.2314
[fold 2] epoch 0004/1000 | loss 1.2248
[fold 2] epoch 0005/1000 | loss 1.1762
[fold 2] epoch 0006/1000 | loss 1.1798
[fold 2] epoch 0007/1000 | loss 1.1503
[fold 2] epoch 0008/1000 | loss 1.1562
[fold 2] epoch 0009/1000 | loss 1.1493
[fold 2] epoch 0010/1000 | loss 1.1651
[fold 2] epoch 0011/1000 | loss 1.1196
[fold 2] epoch 0012/1000 | loss 1.1019
[fold 2] epoch 0013/1000 | loss 1.0863
[fold 2] epoch 0014/1000 | loss 1.0920
[fold 2] epoch 0015/1000 | loss 1.0826
[fold 2] epoch 0016/1000 | loss 1.0470
[fold 2] epoch 0017/1000 | loss 1.0629
[fold 2] epoch 0018/1000 | loss 1.1029
[fold 2] epoch 0019/1000 | loss 1.0713
[fold 2] epoch 0020/1000 | loss 1.0560
[fold 2] epoch 0021/1000 | loss 1.0421
[fold 2] epoch 0022/1000 | loss 1.0425
[fold 2] epoch 0023/1000 | loss 1.0316
[fold 2] epoch 0024/1000 | loss 0.9974
[fold 2] epoch 0025/1000 | loss 1.0082
[fold 2] epoch 0026/1000 | loss 1.0145
[fold 2] epoch 0027/1000 | loss 0.9847
[fold 2] epoch 0028/1000 | loss 0.9845
[fold 2] epoch 0029/1000 | loss 1.0200
[fold 2] epoch 0030/1000 | loss 0.9710
[fold 2] epoch 0031/1000 | loss 0.9628
[fold 2] epoch 0032/1000 | loss 0.9595
[fold 2] epoch 0033/1000 | loss 0.9653
[fold 2] epoch 0034/1000 | loss 0.9634
[fold 2] epoch 0035/1000 | loss 0.9551
[fold 2] epoch 0036/1000 | loss 0.9493
[fold 2] epoch 0037/1000 | loss 0.9543
[fold 2] epoch 0038/1000 | loss 0.9554
[fold 2] epoch 0039/1000 | loss 0.9293
[fold 2] epoch 0040/1000 | loss 0.9448
[fold 2] epoch 0041/1000 | loss 0.9318
[fold 2] epoch 0042/1000 | loss 0.9186
[fold 2] epoch 0043/1000 | loss 0.9067
[fold 2] epoch 0044/1000 | loss 0.9322
[fold 2] epoch 0045/1000 | loss 0.9400
[fold 2] epoch 0046/1000 | loss 0.9422
[fold 2] epoch 0047/1000 | loss 0.9318
[fold 2] epoch 0048/1000 | loss 0.9348
[fold 2] epoch 0049/1000 | loss 0.9563
[val] fullcase evaluating n_cases=54 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.2836 (n=54) | c2:0.2622 (n=54) | c3:0.1680 (n=54) | c4:0.0000 (n=23)
[val] fullcase mean_fg_dice: 0.1785
[fold 2] epoch 0050/1000 | loss 0.9067 | val Dice 0.1785 (fullcase)
[fold 2] saved new best -> runs/umd_multiclass/unet3d/fold_02/best_unet3d_fold02.pt
[fold 2] epoch 0051/1000 | loss 0.9194
[fold 2] epoch 0052/1000 | loss 0.9453
[fold 2] epoch 0053/1000 | loss 0.8961
[fold 2] epoch 0054/1000 | loss 0.8961
[fold 2] epoch 0055/1000 | loss 0.8959
[fold 2] epoch 0056/1000 | loss 0.8685
[fold 2] epoch 0057/1000 | loss 0.9235
[fold 2] epoch 0058/1000 | loss 0.9051
[fold 2] epoch 0059/1000 | loss 0.9221
[fold 2] epoch 0060/1000 | loss 0.8772
[fold 2] epoch 0061/1000 | loss 0.8799
[fold 2] epoch 0062/1000 | loss 0.9119
[fold 2] epoch 0063/1000 | loss 0.8987
[fold 2] epoch 0064/1000 | loss 0.9082
[fold 2] epoch 0065/1000 | loss 0.9094
[fold 2] epoch 0066/1000 | loss 0.8712
[fold 2] epoch 0067/1000 | loss 0.9014
[fold 2] epoch 0068/1000 | loss 0.9136
[fold 2] epoch 0069/1000 | loss 0.9098
[fold 2] epoch 0070/1000 | loss 0.9018
[fold 2] epoch 0071/1000 | loss 0.8803
[fold 2] epoch 0072/1000 | loss 0.8545
[fold 2] epoch 0073/1000 | loss 0.8415
[fold 2] epoch 0074/1000 | loss 0.8578
