/home/daniel/anaconda3/envs/umd_monai_py311/bin/python train_umdfibroid_monai.py --plans-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/nnUNetPlans.json --preproc-dir /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/nnUNetPlans_3d_fullres --splits-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/splits_final.json --nnunet-config 3d_fullres --fold 2 --outdir runs/lms_binary/mednext/fold_02 --model mednext --task binary --in-channels 1 --lesion-class-id 1 --oversample-foreground-percent 0.33 --fg-sampling perclass --fg-max-points-per-class 200000 --sampler nnunet --fg-perclass-selection inverse_frequency --fg-min-voxels-in-patch 16 --fg-resample-max-tries 12 --max-epochs 1000 --num-iterations-per-epoch 250 --lr 0.01 --poly-power 0.9 --weight-decay 3e-05 --val-every 50 --val-max-batches 32 --val-mode fullcase --val-num-cases 0 --num-workers 4 --seed 42 --ignore-index -1 --ignore-labels 255 -1 --loss-dice-weight 1.0 --loss-ce-weight 1.0 --dice-smooth-nr 1e-05 --dice-smooth-dr 1e-05 --grad-clip-norm 12.0 --case-cache-size 16 --fg-cache-size 512 --mta-cache 6 --torch-num-threads 1 --dataset-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/dataset.json --segresnet-lr-scale 0.1 --mednext-variant S --mednext-kernel-size 3 --mednext-init-filters 32 --mednext-norm-type group

<frozen importlib._bootstrap_external>:1241: FutureWarning: The cuda.cudart module is deprecated and will be removed in a future release, please switch to use the cuda.bindings.runtime module instead.
[speed] case_cache_size=16 fg_cache_size=512 mta_cache=6 OMP/MKL/OPENBLAS/NUMEXPR=1
[dataset.json] inferred num_classes=2 from /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/dataset.json
[aug] spacing_zyx=(3.3600001335144043, 0.625, 0.625) anisotropic=True do_elastic=False rot_xy=0 order_seg=0 simlr_ignore_axes=(0,)
[sampler] b2nd sampler=nnunet eff_fg_prob=0.5 fg_perclass_selection=inverse_frequency fg_min_voxels_in_patch=16
using pin_memory on device 0
using pin_memory on device 0
[mednext] variant=S kernel_size=3 init_filters=32 deep_supervision=False residual=True norm=group global_resp_norm=False
[loss] Dice include_background=False (default False).
/media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UterusSegBenchmark/UterusSegBenchmark/train_umdfibroid_monai.py:1566: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=use_amp)
/media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UterusSegBenchmark/UterusSegBenchmark/train_umdfibroid_monai.py:1654: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=use_amp):
[val] fullcase evaluating n_cases=33 (requested max_cases=0)
/home/daniel/anaconda3/envs/umd_monai_py311/lib/python3.11/site-packages/monai/inferers/utils.py:231: UserWarning: Using a non-tuple sequence for multidimensional indexing is deprecated and will be changed in pytorch 2.9; use x[tuple(seq)] instead of x[seq]. In pytorch 2.9 this will be interpreted as tensor index, x[torch.tensor(seq)], which will result either in an error or a different result (Triggered internally at /pytorch/torch/csrc/autograd/python_variable_indexing.cpp:347.)
  win_data = inputs[unravel_slice[0]].to(sw_device)
/home/daniel/anaconda3/envs/umd_monai_py311/lib/python3.11/site-packages/monai/inferers/utils.py:370: UserWarning: Using a non-tuple sequence for multidimensional indexing is deprecated and will be changed in pytorch 2.9; use x[tuple(seq)] instead of x[seq]. In pytorch 2.9 this will be interpreted as tensor index, x[torch.tensor(seq)], which will result either in an error or a different result (Triggered internally at /pytorch/torch/csrc/autograd/python_variable_indexing.cpp:347.)
  out[idx_zm] += p
[val] fullcase per-class dice: c1:0.2879 (n=33)
[val] fullcase mean_fg_dice: 0.2879
[fold 2] epoch 0001/1000 | loss 1.1351 | val Dice 0.2879 (fullcase)
[fold 2] saved new best -> runs/lms_binary/mednext/fold_02/best_mednext_fold02.pt
[fold 2] epoch 0002/1000 | loss 0.9695
[fold 2] epoch 0003/1000 | loss 0.9563
[fold 2] epoch 0004/1000 | loss 0.8987
[fold 2] epoch 0005/1000 | loss 0.8776
[fold 2] epoch 0006/1000 | loss 0.8714
[fold 2] epoch 0007/1000 | loss 0.8517
[fold 2] epoch 0008/1000 | loss 0.8077
[fold 2] epoch 0009/1000 | loss 0.8214
[fold 2] epoch 0010/1000 | loss 0.8941
[fold 2] epoch 0011/1000 | loss 0.8239
[fold 2] epoch 0012/1000 | loss 0.8232
[fold 2] epoch 0013/1000 | loss 0.7612
[fold 2] epoch 0014/1000 | loss 0.7542
[fold 2] epoch 0015/1000 | loss 0.7591
[fold 2] epoch 0016/1000 | loss 0.7408
[fold 2] epoch 0017/1000 | loss 0.7071
[fold 2] epoch 0018/1000 | loss 0.7393
[fold 2] epoch 0019/1000 | loss 0.7068
[fold 2] epoch 0020/1000 | loss 0.6984
[fold 2] epoch 0021/1000 | loss 0.6861
[fold 2] epoch 0022/1000 | loss 0.7043
[fold 2] epoch 0023/1000 | loss 0.7074
[fold 2] epoch 0024/1000 | loss 0.7340
[fold 2] epoch 0025/1000 | loss 0.7334
[fold 2] epoch 0026/1000 | loss 0.6683
[fold 2] epoch 0027/1000 | loss 0.7032
[fold 2] epoch 0028/1000 | loss 0.6645
[fold 2] epoch 0029/1000 | loss 0.6803
[fold 2] epoch 0030/1000 | loss 0.6482
[fold 2] epoch 0031/1000 | loss 0.6338
[fold 2] epoch 0032/1000 | loss 0.6748
[fold 2] epoch 0033/1000 | loss 0.6713
[fold 2] epoch 0034/1000 | loss 0.6266
[fold 2] epoch 0035/1000 | loss 0.6336
[fold 2] epoch 0036/1000 | loss 0.6502
[fold 2] epoch 0037/1000 | loss 0.6559
[fold 2] epoch 0038/1000 | loss 0.6475
[fold 2] epoch 0039/1000 | loss 0.6161
[fold 2] epoch 0040/1000 | loss 0.6232
[fold 2] epoch 0041/1000 | loss 0.5921
[fold 2] epoch 0042/1000 | loss 0.6266
[fold 2] epoch 0043/1000 | loss 0.5921
[fold 2] epoch 0044/1000 | loss 0.6134
[fold 2] epoch 0045/1000 | loss 0.6097
[fold 2] epoch 0046/1000 | loss 0.6316
[fold 2] epoch 0047/1000 | loss 0.5812
[fold 2] epoch 0048/1000 | loss 0.5533
[fold 2] epoch 0049/1000 | loss 0.5706
[val] fullcase evaluating n_cases=33 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.4922 (n=33)
[val] fullcase mean_fg_dice: 0.4922
[fold 2] epoch 0050/1000 | loss 0.6342 | val Dice 0.4922 (fullcase)
[fold 2] saved new best -> runs/lms_binary/mednext/fold_02/best_mednext_fold02.pt
[fold 2] epoch 0051/1000 | loss 0.5672
[fold 2] epoch 0052/1000 | loss 0.5288
[fold 2] epoch 0053/1000 | loss 0.5543
[fold 2] epoch 0054/1000 | loss 0.5739
[fold 2] epoch 0055/1000 | loss 0.5885
[fold 2] epoch 0056/1000 | loss 0.5909
[fold 2] epoch 0057/1000 | loss 0.5387
[fold 2] epoch 0058/1000 | loss 0.5555
[fold 2] epoch 0059/1000 | loss 0.6575
[fold 2] epoch 0060/1000 | loss 0.5682
[fold 2] epoch 0061/1000 | loss 0.5852
[fold 2] epoch 0062/1000 | loss 0.5739
[fold 2] epoch 0063/1000 | loss 0.5366
[fold 2] epoch 0064/1000 | loss 0.5730
[fold 2] epoch 0065/1000 | loss 0.5226
[fold 2] epoch 0066/1000 | loss 0.5700
[fold 2] epoch 0067/1000 | loss 0.5400
[fold 2] epoch 0068/1000 | loss 0.4964
[fold 2] epoch 0069/1000 | loss 0.4964
[fold 2] epoch 0070/1000 | loss 0.5076
[fold 2] epoch 0071/1000 | loss 0.5453
[fold 2] epoch 0072/1000 | loss 0.5142
[fold 2] epoch 0073/1000 | loss 0.5103
[fold 2] epoch 0074/1000 | loss 0.4860
[fold 2] epoch 0075/1000 | loss 0.4776
[fold 2] epoch 0076/1000 | loss 0.5056
[fold 2] epoch 0077/1000 | loss 0.5662
[fold 2] epoch 0078/1000 | loss 0.5364
[fold 2] epoch 0079/1000 | loss 0.5752
[fold 2] epoch 0080/1000 | loss 0.5353
[fold 2] epoch 0081/1000 | loss 0.5320
[fold 2] epoch 0082/1000 | loss 0.5123
[fold 2] epoch 0083/1000 | loss 0.4792
[fold 2] epoch 0084/1000 | loss 0.4947
[fold 2] epoch 0085/1000 | loss 0.5118
[fold 2] epoch 0086/1000 | loss 0.4583
[fold 2] epoch 0087/1000 | loss 0.4994
