/home/daniel/anaconda3/envs/umd_monai_py311/bin/python train_umdfibroid_monai.py --plans-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/nnUNetPlans.json --preproc-dir /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/nnUNetPlans_3d_fullres --splits-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/splits_final.json --nnunet-config 3d_fullres --fold 0 --outdir runs/project_binary/mednext/fold_00 --model mednext --task binary --in-channels 1 --lesion-class-id 1 --oversample-foreground-percent 0.33 --fg-sampling perclass --fg-max-points-per-class 200000 --sampler nnunet --fg-perclass-selection inverse_frequency --fg-min-voxels-in-patch 16 --fg-resample-max-tries 12 --max-epochs 1000 --num-iterations-per-epoch 250 --lr 0.01 --poly-power 0.9 --weight-decay 3e-05 --val-every 50 --val-max-batches 32 --val-mode fullcase --val-num-cases 0 --num-workers 4 --seed 42 --ignore-index -1 --ignore-labels 255 -1 --loss-dice-weight 1.0 --loss-ce-weight 1.0 --dice-smooth-nr 1e-05 --dice-smooth-dr 1e-05 --grad-clip-norm 12.0 --case-cache-size 16 --fg-cache-size 512 --mta-cache 6 --torch-num-threads 1 --dataset-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/dataset.json --segresnet-lr-scale 0.1 --mednext-variant S --mednext-kernel-size 3 --mednext-init-filters 32 --mednext-norm-type group

<frozen importlib._bootstrap_external>:1241: FutureWarning: The cuda.cudart module is deprecated and will be removed in a future release, please switch to use the cuda.bindings.runtime module instead.
[speed] case_cache_size=16 fg_cache_size=512 mta_cache=6 OMP/MKL/OPENBLAS/NUMEXPR=1
[dataset.json] inferred num_classes=2 from /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/dataset.json
[aug] spacing_zyx=(3.9000335693359376, 0.42969998717308044, 0.42969998717308044) anisotropic=True do_elastic=False rot_xy=0 order_seg=0 simlr_ignore_axes=(0,)
[sampler] b2nd sampler=nnunet eff_fg_prob=0.5 fg_perclass_selection=inverse_frequency fg_min_voxels_in_patch=16
using pin_memory on device 0
using pin_memory on device 0
[mednext] variant=S kernel_size=3 init_filters=32 deep_supervision=False residual=True norm=group global_resp_norm=False
[loss] Dice include_background=False (default False).
/media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UterusSegBenchmark/UterusSegBenchmark/train_umdfibroid_monai.py:1566: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=use_amp)
/media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UterusSegBenchmark/UterusSegBenchmark/train_umdfibroid_monai.py:1654: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=use_amp):
[val] fullcase evaluating n_cases=35 (requested max_cases=0)
/home/daniel/anaconda3/envs/umd_monai_py311/lib/python3.11/site-packages/monai/inferers/utils.py:231: UserWarning: Using a non-tuple sequence for multidimensional indexing is deprecated and will be changed in pytorch 2.9; use x[tuple(seq)] instead of x[seq]. In pytorch 2.9 this will be interpreted as tensor index, x[torch.tensor(seq)], which will result either in an error or a different result (Triggered internally at /pytorch/torch/csrc/autograd/python_variable_indexing.cpp:347.)
  win_data = inputs[unravel_slice[0]].to(sw_device)
/home/daniel/anaconda3/envs/umd_monai_py311/lib/python3.11/site-packages/monai/inferers/utils.py:370: UserWarning: Using a non-tuple sequence for multidimensional indexing is deprecated and will be changed in pytorch 2.9; use x[tuple(seq)] instead of x[seq]. In pytorch 2.9 this will be interpreted as tensor index, x[torch.tensor(seq)], which will result either in an error or a different result (Triggered internally at /pytorch/torch/csrc/autograd/python_variable_indexing.cpp:347.)
  out[idx_zm] += p
[val] fullcase per-class dice: c1:0.0000 (n=35)
[val] fullcase mean_fg_dice: 0.0000
[fold 0] epoch 0001/1000 | loss 1.0712 | val Dice 0.0000 (fullcase)
[fold 0] saved new best -> runs/project_binary/mednext/fold_00/best_mednext_fold00.pt
[fold 0] epoch 0002/1000 | loss 0.9271
[fold 0] epoch 0003/1000 | loss 0.9005
[fold 0] epoch 0004/1000 | loss 0.8874
[fold 0] epoch 0005/1000 | loss 0.8569
[fold 0] epoch 0006/1000 | loss 0.8286
[fold 0] epoch 0007/1000 | loss 0.8007
[fold 0] epoch 0008/1000 | loss 0.7793
[fold 0] epoch 0009/1000 | loss 0.7013
[fold 0] epoch 0010/1000 | loss 0.7619
[fold 0] epoch 0011/1000 | loss 0.7561
[fold 0] epoch 0012/1000 | loss 0.7093
[fold 0] epoch 0013/1000 | loss 0.6731
[fold 0] epoch 0014/1000 | loss 0.6654
[fold 0] epoch 0015/1000 | loss 0.6707
[fold 0] epoch 0016/1000 | loss 0.7056
[fold 0] epoch 0017/1000 | loss 0.6654
[fold 0] epoch 0018/1000 | loss 0.6744
[fold 0] epoch 0019/1000 | loss 0.6385
[fold 0] epoch 0020/1000 | loss 0.6530
[fold 0] epoch 0021/1000 | loss 0.6219
[fold 0] epoch 0022/1000 | loss 0.6352
[fold 0] epoch 0023/1000 | loss 0.6476
[fold 0] epoch 0024/1000 | loss 0.6203
[fold 0] epoch 0025/1000 | loss 0.6241
[fold 0] epoch 0026/1000 | loss 0.6321
[fold 0] epoch 0027/1000 | loss 0.6555
[fold 0] epoch 0028/1000 | loss 0.6424
[fold 0] epoch 0029/1000 | loss 0.6275
[fold 0] epoch 0030/1000 | loss 0.6268
[fold 0] epoch 0031/1000 | loss 0.6026
[fold 0] epoch 0032/1000 | loss 0.5748
[fold 0] epoch 0033/1000 | loss 0.5515
[fold 0] epoch 0034/1000 | loss 0.5348
[fold 0] epoch 0035/1000 | loss 0.5672
[fold 0] epoch 0036/1000 | loss 0.5569
[fold 0] epoch 0037/1000 | loss 0.5562
[fold 0] epoch 0038/1000 | loss 0.5675
[fold 0] epoch 0039/1000 | loss 0.5584
[fold 0] epoch 0040/1000 | loss 0.5323
[fold 0] epoch 0041/1000 | loss 0.5128
[fold 0] epoch 0042/1000 | loss 0.5619
[fold 0] epoch 0043/1000 | loss 0.6046
[fold 0] epoch 0044/1000 | loss 0.5474
[fold 0] epoch 0045/1000 | loss 0.5221
[fold 0] epoch 0046/1000 | loss 0.5482
[fold 0] epoch 0047/1000 | loss 0.5117
[fold 0] epoch 0048/1000 | loss 0.5329
[fold 0] epoch 0049/1000 | loss 0.5308
[val] fullcase evaluating n_cases=35 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.4867 (n=35)
[val] fullcase mean_fg_dice: 0.4867
[fold 0] epoch 0050/1000 | loss 0.5514 | val Dice 0.4867 (fullcase)
[fold 0] saved new best -> runs/project_binary/mednext/fold_00/best_mednext_fold00.pt
[fold 0] epoch 0051/1000 | loss 0.5549
[fold 0] epoch 0052/1000 | loss 0.4924
[fold 0] epoch 0053/1000 | loss 0.5003
[fold 0] epoch 0054/1000 | loss 0.5261
[fold 0] epoch 0055/1000 | loss 0.5234
[fold 0] epoch 0056/1000 | loss 0.5212
[fold 0] epoch 0057/1000 | loss 0.4670
[fold 0] epoch 0058/1000 | loss 0.4860
[fold 0] epoch 0059/1000 | loss 0.4873
[fold 0] epoch 0060/1000 | loss 0.5086
[fold 0] epoch 0061/1000 | loss 0.4843
[fold 0] epoch 0062/1000 | loss 0.4592
[fold 0] epoch 0063/1000 | loss 0.4889
[fold 0] epoch 0064/1000 | loss 0.4785
[fold 0] epoch 0065/1000 | loss 0.4491
[fold 0] epoch 0066/1000 | loss 0.4938
[fold 0] epoch 0067/1000 | loss 0.5198
[fold 0] epoch 0068/1000 | loss 0.5054
[fold 0] epoch 0069/1000 | loss 0.5011
[fold 0] epoch 0070/1000 | loss 0.4630
[fold 0] epoch 0071/1000 | loss 0.5387
[fold 0] epoch 0072/1000 | loss 0.4544
[fold 0] epoch 0073/1000 | loss 0.5386
[fold 0] epoch 0074/1000 | loss 0.5232
[fold 0] epoch 0075/1000 | loss 0.4655
[fold 0] epoch 0076/1000 | loss 0.5017
[fold 0] epoch 0077/1000 | loss 0.4897
[fold 0] epoch 0078/1000 | loss 0.4824
[fold 0] epoch 0079/1000 | loss 0.4610
[fold 0] epoch 0080/1000 | loss 0.4687
[fold 0] epoch 0081/1000 | loss 0.4699
[fold 0] epoch 0082/1000 | loss 0.4905
[fold 0] epoch 0083/1000 | loss 0.4532
[fold 0] epoch 0084/1000 | loss 0.4574
[fold 0] epoch 0085/1000 | loss 0.4972
[fold 0] epoch 0086/1000 | loss 0.5009
[fold 0] epoch 0087/1000 | loss 0.4687
[fold 0] epoch 0088/1000 | loss 0.5206
[fold 0] epoch 0089/1000 | loss 0.4638
[fold 0] epoch 0090/1000 | loss 0.4359
[fold 0] epoch 0091/1000 | loss 0.4801
[fold 0] epoch 0092/1000 | loss 0.4855
[fold 0] epoch 0093/1000 | loss 0.4920
[fold 0] epoch 0094/1000 | loss 0.4734
[fold 0] epoch 0095/1000 | loss 0.4785
[fold 0] epoch 0096/1000 | loss 0.4945
[fold 0] epoch 0097/1000 | loss 0.5287
[fold 0] epoch 0098/1000 | loss 0.4311
[fold 0] epoch 0099/1000 | loss 0.4821
[val] fullcase evaluating n_cases=35 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.5416 (n=35)
[val] fullcase mean_fg_dice: 0.5416
[fold 0] epoch 0100/1000 | loss 0.5097 | val Dice 0.5416 (fullcase)
[fold 0] saved new best -> runs/project_binary/mednext/fold_00/best_mednext_fold00.pt
[fold 0] epoch 0101/1000 | loss 0.4774
