/home/daniel/anaconda3/envs/umd_monai_py311/bin/python train_umdfibroid_monai.py --plans-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/nnUNetPlans.json --preproc-dir /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/nnUNetPlans_3d_fullres --splits-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/splits_final.json --nnunet-config 3d_fullres --fold 1 --outdir runs/project_multiclass/mednext/fold_01 --model mednext --task multiclass --in-channels 1 --lesion-class-id 1 --oversample-foreground-percent 0.33 --fg-sampling perclass --fg-max-points-per-class 200000 --sampler nnunet --fg-perclass-selection inverse_frequency --fg-min-voxels-in-patch 16 --fg-resample-max-tries 12 --max-epochs 1000 --num-iterations-per-epoch 250 --lr 0.01 --poly-power 0.9 --weight-decay 3e-05 --val-every 50 --val-max-batches 32 --val-mode fullcase --val-num-cases 0 --num-workers 4 --seed 42 --ignore-index -1 --ignore-labels 255 -1 --loss-dice-weight 1.0 --loss-ce-weight 1.0 --dice-smooth-nr 1e-05 --dice-smooth-dr 1e-05 --grad-clip-norm 12.0 --case-cache-size 16 --fg-cache-size 512 --mta-cache 6 --torch-num-threads 1 --dataset-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/dataset.json --segresnet-lr-scale 0.1 --mednext-variant S --mednext-kernel-size 3 --mednext-init-filters 32 --mednext-norm-type group

<frozen importlib._bootstrap_external>:1241: FutureWarning: The cuda.cudart module is deprecated and will be removed in a future release, please switch to use the cuda.bindings.runtime module instead.
[speed] case_cache_size=16 fg_cache_size=512 mta_cache=6 OMP/MKL/OPENBLAS/NUMEXPR=1
[dataset.json] inferred num_classes=5 from /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset004_UMD/dataset.json
[aug] spacing_zyx=(4.400000095367432, 0.4838709533214569, 0.4838709533214569) anisotropic=True do_elastic=False rot_xy=0 order_seg=0 simlr_ignore_axes=(0,)
[sampler] b2nd sampler=nnunet eff_fg_prob=0.5 fg_perclass_selection=inverse_frequency fg_min_voxels_in_patch=16
using pin_memory on device 0
using pin_memory on device 0
[mednext] variant=S kernel_size=3 init_filters=32 deep_supervision=False residual=True norm=group global_resp_norm=False
[loss] Dice include_background=False (default False).
/media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UterusSegBenchmark/UterusSegBenchmark/train_umdfibroid_monai.py:1566: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=use_amp)
/media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UterusSegBenchmark/UterusSegBenchmark/train_umdfibroid_monai.py:1654: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast(enabled=use_amp):
[val] fullcase evaluating n_cases=54 (requested max_cases=0)
/home/daniel/anaconda3/envs/umd_monai_py311/lib/python3.11/site-packages/monai/inferers/utils.py:231: UserWarning: Using a non-tuple sequence for multidimensional indexing is deprecated and will be changed in pytorch 2.9; use x[tuple(seq)] instead of x[seq]. In pytorch 2.9 this will be interpreted as tensor index, x[torch.tensor(seq)], which will result either in an error or a different result (Triggered internally at /pytorch/torch/csrc/autograd/python_variable_indexing.cpp:347.)
  win_data = inputs[unravel_slice[0]].to(sw_device)
/home/daniel/anaconda3/envs/umd_monai_py311/lib/python3.11/site-packages/monai/inferers/utils.py:370: UserWarning: Using a non-tuple sequence for multidimensional indexing is deprecated and will be changed in pytorch 2.9; use x[tuple(seq)] instead of x[seq]. In pytorch 2.9 this will be interpreted as tensor index, x[torch.tensor(seq)], which will result either in an error or a different result (Triggered internally at /pytorch/torch/csrc/autograd/python_variable_indexing.cpp:347.)
  out[idx_zm] += p
[val] fullcase per-class dice: c1:0.1239 (n=54) | c2:0.0002 (n=54) | c3:0.0000 (n=54) | c4:0.0000 (n=20)
[val] fullcase mean_fg_dice: 0.0310
[fold 1] epoch 0001/1000 | loss 1.3466 | val Dice 0.0310 (fullcase)
[fold 1] saved new best -> runs/project_multiclass/mednext/fold_01/best_mednext_fold01.pt
[fold 1] epoch 0002/1000 | loss 1.2309
[fold 1] epoch 0003/1000 | loss 1.1693
[fold 1] epoch 0004/1000 | loss 1.1261
[fold 1] epoch 0005/1000 | loss 1.0573
[fold 1] epoch 0006/1000 | loss 1.0573
[fold 1] epoch 0007/1000 | loss 0.9854
[fold 1] epoch 0008/1000 | loss 1.0073
[fold 1] epoch 0009/1000 | loss 0.9776
[fold 1] epoch 0010/1000 | loss 0.9722
[fold 1] epoch 0011/1000 | loss 0.9146
[fold 1] epoch 0012/1000 | loss 0.9221
[fold 1] epoch 0013/1000 | loss 0.9149
[fold 1] epoch 0014/1000 | loss 0.8906
[fold 1] epoch 0015/1000 | loss 0.8609
[fold 1] epoch 0016/1000 | loss 0.8520
[fold 1] epoch 0017/1000 | loss 0.8563
[fold 1] epoch 0018/1000 | loss 0.8271
[fold 1] epoch 0019/1000 | loss 0.8060
[fold 1] epoch 0020/1000 | loss 0.8048
[fold 1] epoch 0021/1000 | loss 0.8012
[fold 1] epoch 0022/1000 | loss 0.8195
[fold 1] epoch 0023/1000 | loss 0.7866
[fold 1] epoch 0024/1000 | loss 0.7637
[fold 1] epoch 0025/1000 | loss 0.7945
[fold 1] epoch 0026/1000 | loss 0.8046
[fold 1] epoch 0027/1000 | loss 0.7488
[fold 1] epoch 0028/1000 | loss 0.7638
[fold 1] epoch 0029/1000 | loss 0.7246
[fold 1] epoch 0030/1000 | loss 0.7490
[fold 1] epoch 0031/1000 | loss 0.7385
[fold 1] epoch 0032/1000 | loss 0.6879
[fold 1] epoch 0033/1000 | loss 0.6752
[fold 1] epoch 0034/1000 | loss 0.7208
[fold 1] epoch 0035/1000 | loss 0.7326
[fold 1] epoch 0036/1000 | loss 0.7117
[fold 1] epoch 0037/1000 | loss 0.6843
[fold 1] epoch 0038/1000 | loss 0.6945
[fold 1] epoch 0039/1000 | loss 0.6846
[fold 1] epoch 0040/1000 | loss 0.6477
[fold 1] epoch 0041/1000 | loss 0.6443
[fold 1] epoch 0042/1000 | loss 0.6891
[fold 1] epoch 0043/1000 | loss 0.6871
[fold 1] epoch 0044/1000 | loss 0.6701
[fold 1] epoch 0045/1000 | loss 0.6829
[fold 1] epoch 0046/1000 | loss 0.6890
[fold 1] epoch 0047/1000 | loss 0.6881
[fold 1] epoch 0048/1000 | loss 0.6267
[fold 1] epoch 0049/1000 | loss 0.6539
[val] fullcase evaluating n_cases=54 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.5969 (n=54) | c2:0.6399 (n=54) | c3:0.3205 (n=54) | c4:0.3816 (n=20)
[val] fullcase mean_fg_dice: 0.4847
[fold 1] epoch 0050/1000 | loss 0.6612 | val Dice 0.4847 (fullcase)
[fold 1] saved new best -> runs/project_multiclass/mednext/fold_01/best_mednext_fold01.pt
[fold 1] epoch 0051/1000 | loss 0.6563
[fold 1] epoch 0052/1000 | loss 0.6768
[fold 1] epoch 0053/1000 | loss 0.6251
[fold 1] epoch 0054/1000 | loss 0.6316
[fold 1] epoch 0055/1000 | loss 0.6143
[fold 1] epoch 0056/1000 | loss 0.6075
[fold 1] epoch 0057/1000 | loss 0.6347
[fold 1] epoch 0058/1000 | loss 0.6647
[fold 1] epoch 0059/1000 | loss 0.6494
[fold 1] epoch 0060/1000 | loss 0.6437
[fold 1] epoch 0061/1000 | loss 0.6164
[fold 1] epoch 0062/1000 | loss 0.5989
[fold 1] epoch 0063/1000 | loss 0.6522
[fold 1] epoch 0064/1000 | loss 0.6433
[fold 1] epoch 0065/1000 | loss 0.6596
[fold 1] epoch 0066/1000 | loss 0.5926
[fold 1] epoch 0067/1000 | loss 0.6124
[fold 1] epoch 0068/1000 | loss 0.6119
[fold 1] epoch 0069/1000 | loss 0.6033
[fold 1] epoch 0070/1000 | loss 0.6045
[fold 1] epoch 0071/1000 | loss 0.5667
[fold 1] epoch 0072/1000 | loss 0.6152
[fold 1] epoch 0073/1000 | loss 0.5983
[fold 1] epoch 0074/1000 | loss 0.6406
[fold 1] epoch 0075/1000 | loss 0.6036
[fold 1] epoch 0076/1000 | loss 0.5976
[fold 1] epoch 0077/1000 | loss 0.5955
[fold 1] epoch 0078/1000 | loss 0.6218
[fold 1] epoch 0079/1000 | loss 0.5882
[fold 1] epoch 0080/1000 | loss 0.5834
[fold 1] epoch 0081/1000 | loss 0.5515
[fold 1] epoch 0082/1000 | loss 0.5441
[fold 1] epoch 0083/1000 | loss 0.5693
[fold 1] epoch 0084/1000 | loss 0.5875
[fold 1] epoch 0085/1000 | loss 0.6558
[fold 1] epoch 0086/1000 | loss 0.6145
[fold 1] epoch 0087/1000 | loss 0.6129
[fold 1] epoch 0088/1000 | loss 0.6105
[fold 1] epoch 0089/1000 | loss 0.5927
[fold 1] epoch 0090/1000 | loss 0.5788
[fold 1] epoch 0091/1000 | loss 0.5874
[fold 1] epoch 0092/1000 | loss 0.5432
[fold 1] epoch 0093/1000 | loss 0.5576
[fold 1] epoch 0094/1000 | loss 0.5777
[fold 1] epoch 0095/1000 | loss 0.5633
[fold 1] epoch 0096/1000 | loss 0.5909
[fold 1] epoch 0097/1000 | loss 0.5971
[fold 1] epoch 0098/1000 | loss 0.5801
[fold 1] epoch 0099/1000 | loss 0.5634
[val] fullcase evaluating n_cases=54 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.7027 (n=54) | c2:0.6544 (n=54) | c3:0.2572 (n=54) | c4:0.4196 (n=20)
[val] fullcase mean_fg_dice: 0.5085
[fold 1] epoch 0100/1000 | loss 0.5943 | val Dice 0.5085 (fullcase)
[fold 1] saved new best -> runs/project_multiclass/mednext/fold_01/best_mednext_fold01.pt
[fold 1] epoch 0101/1000 | loss 0.5897
[fold 1] epoch 0102/1000 | loss 0.5567
[fold 1] epoch 0103/1000 | loss 0.5510
[fold 1] epoch 0104/1000 | loss 0.5774
[fold 1] epoch 0105/1000 | loss 0.5885
[fold 1] epoch 0106/1000 | loss 0.5288
[fold 1] epoch 0107/1000 | loss 0.5850
[fold 1] epoch 0108/1000 | loss 0.5374
[fold 1] epoch 0109/1000 | loss 0.5592
[fold 1] epoch 0110/1000 | loss 0.5603
[fold 1] epoch 0111/1000 | loss 0.5686
[fold 1] epoch 0112/1000 | loss 0.5615
[fold 1] epoch 0113/1000 | loss 0.5567
[fold 1] epoch 0114/1000 | loss 0.5454
[fold 1] epoch 0115/1000 | loss 0.5683
[fold 1] epoch 0116/1000 | loss 0.5515
[fold 1] epoch 0117/1000 | loss 0.5428
[fold 1] epoch 0118/1000 | loss 0.5486
[fold 1] epoch 0119/1000 | loss 0.5170
[fold 1] epoch 0120/1000 | loss 0.5546
[fold 1] epoch 0121/1000 | loss 0.5606
[fold 1] epoch 0122/1000 | loss 0.5319
[fold 1] epoch 0123/1000 | loss 0.5406
[fold 1] epoch 0124/1000 | loss 0.5395
[fold 1] epoch 0125/1000 | loss 0.5804
[fold 1] epoch 0126/1000 | loss 0.5840
[fold 1] epoch 0127/1000 | loss 0.5226
[fold 1] epoch 0128/1000 | loss 0.5504
[fold 1] epoch 0129/1000 | loss 0.5465
[fold 1] epoch 0130/1000 | loss 0.5076
[fold 1] epoch 0131/1000 | loss 0.5663
[fold 1] epoch 0132/1000 | loss 0.5255
[fold 1] epoch 0133/1000 | loss 0.5200
[fold 1] epoch 0134/1000 | loss 0.5332
[fold 1] epoch 0135/1000 | loss 0.5169
[fold 1] epoch 0136/1000 | loss 0.5180
[fold 1] epoch 0137/1000 | loss 0.5372
[fold 1] epoch 0138/1000 | loss 0.5426
[fold 1] epoch 0139/1000 | loss 0.5582
[fold 1] epoch 0140/1000 | loss 0.5759
[fold 1] epoch 0141/1000 | loss 0.4926
[fold 1] epoch 0142/1000 | loss 0.5201
[fold 1] epoch 0143/1000 | loss 0.5151
[fold 1] epoch 0144/1000 | loss 0.5310
[fold 1] epoch 0145/1000 | loss 0.5034
[fold 1] epoch 0146/1000 | loss 0.5151
[fold 1] epoch 0147/1000 | loss 0.5407
[fold 1] epoch 0148/1000 | loss 0.5358
[fold 1] epoch 0149/1000 | loss 0.5136
[val] fullcase evaluating n_cases=54 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.7416 (n=54) | c2:0.6561 (n=54) | c3:0.4274 (n=54) | c4:0.4494 (n=20)
[val] fullcase mean_fg_dice: 0.5686
[fold 1] epoch 0150/1000 | loss 0.5068 | val Dice 0.5686 (fullcase)
[fold 1] saved new best -> runs/project_multiclass/mednext/fold_01/best_mednext_fold01.pt
[fold 1] epoch 0151/1000 | loss 0.4908
[fold 1] epoch 0152/1000 | loss 0.4940
[fold 1] epoch 0153/1000 | loss 0.5157
[fold 1] epoch 0154/1000 | loss 0.5659
[fold 1] epoch 0155/1000 | loss 0.5293
[fold 1] epoch 0156/1000 | loss 0.5309
[fold 1] epoch 0157/1000 | loss 0.5451
[fold 1] epoch 0158/1000 | loss 0.5886
[fold 1] epoch 0159/1000 | loss 0.5550
[fold 1] epoch 0160/1000 | loss 0.5656
[fold 1] epoch 0161/1000 | loss 0.5403
[fold 1] epoch 0162/1000 | loss 0.5126
[fold 1] epoch 0163/1000 | loss 0.5067
[fold 1] epoch 0164/1000 | loss 0.4997
[fold 1] epoch 0165/1000 | loss 0.5383
[fold 1] epoch 0166/1000 | loss 0.5295
[fold 1] epoch 0167/1000 | loss 0.5603
[fold 1] epoch 0168/1000 | loss 0.5148
[fold 1] epoch 0169/1000 | loss 0.4765
[fold 1] epoch 0170/1000 | loss 0.5196
[fold 1] epoch 0171/1000 | loss 0.5309
[fold 1] epoch 0172/1000 | loss 0.5353
[fold 1] epoch 0173/1000 | loss 0.5024
[fold 1] epoch 0174/1000 | loss 0.5179
[fold 1] epoch 0175/1000 | loss 0.5021
[fold 1] epoch 0176/1000 | loss 0.4960
[fold 1] epoch 0177/1000 | loss 0.4890
[fold 1] epoch 0178/1000 | loss 0.4968
[fold 1] epoch 0179/1000 | loss 0.5079
[fold 1] epoch 0180/1000 | loss 0.5060
[fold 1] epoch 0181/1000 | loss 0.5019
[fold 1] epoch 0182/1000 | loss 0.5113
[fold 1] epoch 0183/1000 | loss 0.5211
[fold 1] epoch 0184/1000 | loss 0.5303
[fold 1] epoch 0185/1000 | loss 0.4999
[fold 1] epoch 0186/1000 | loss 0.4774
[fold 1] epoch 0187/1000 | loss 0.4637
[fold 1] epoch 0188/1000 | loss 0.4509
[fold 1] epoch 0189/1000 | loss 0.5042
[fold 1] epoch 0190/1000 | loss 0.5075
[fold 1] epoch 0191/1000 | loss 0.5189
[fold 1] epoch 0192/1000 | loss 0.4871
[fold 1] epoch 0193/1000 | loss 0.5040
[fold 1] epoch 0194/1000 | loss 0.5067
[fold 1] epoch 0195/1000 | loss 0.4968
[fold 1] epoch 0196/1000 | loss 0.4881
[fold 1] epoch 0197/1000 | loss 0.5228
[fold 1] epoch 0198/1000 | loss 0.5229
[fold 1] epoch 0199/1000 | loss 0.5190
[val] fullcase evaluating n_cases=54 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.7557 (n=54) | c2:0.7025 (n=54) | c3:0.4264 (n=54) | c4:0.3568 (n=20)
[val] fullcase mean_fg_dice: 0.5604
[fold 1] epoch 0200/1000 | loss 0.4827 | val Dice 0.5604 (fullcase)
[fold 1] epoch 0201/1000 | loss 0.4823
[fold 1] epoch 0202/1000 | loss 0.4835
[fold 1] epoch 0203/1000 | loss 0.5021
