/home/daniel/anaconda3/envs/umd_monai_py311/bin/python train_umdfibroid_monai.py --plans-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/nnUNetPlans.json --preproc-dir /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/nnUNetPlans_3d_fullres --splits-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/splits_final.json --nnunet-config 3d_fullres --fold 3 --outdir runs/umd_binary/unet3d/fold_03 --model unet3d --task binary --in-channels 1 --lesion-class-id 1 --oversample-foreground-percent 0.33 --fg-sampling perclass --fg-max-points-per-class 200000 --sampler nnunet --fg-perclass-selection inverse_frequency --fg-min-voxels-in-patch 0 --fg-resample-max-tries 8 --max-epochs 1000 --num-iterations-per-epoch 250 --lr 0.01 --poly-power 0.9 --weight-decay 3e-05 --val-every 50 --val-max-batches 32 --val-mode fullcase --val-num-cases 0 --num-workers 4 --seed 42 --ignore-index -1 --ignore-labels 255 -1 --grad-clip-norm 12.0 --dataset-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/dataset.json

[speed] case_cache_size=16 fg_cache_size=512 mta_cache=6 OMP/MKL/OPENBLAS/NUMEXPR=1
[dataset.json] inferred num_classes=2 from /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset101_emca/dataset.json
[aug] spacing_zyx=(3.9000335693359376, 0.42969998717308044, 0.42969998717308044) anisotropic=True do_elastic=False rot_xy=0 order_seg=0 simlr_ignore_axes=(0,)
[sampler] b2nd sampler=nnunet fg_perclass_selection=inverse_frequency fg_min_voxels_in_patch=0
using pin_memory on device 0
using pin_memory on device 0
[loss] Dice include_background=False (default False).
[val] fullcase evaluating n_cases=35 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.1137 (n=35)
[val] fullcase mean_fg_dice: 0.1137
[fold 3] epoch 0001/1000 | loss 1.0470 | val Dice 0.1137 (fullcase)
[fold 3] saved new best -> runs/umd_binary/unet3d/fold_03/best_unet3d_fold03.pt
[fold 3] epoch 0002/1000 | loss 0.9401
[fold 3] epoch 0003/1000 | loss 0.8774
[fold 3] epoch 0004/1000 | loss 0.8915
[fold 3] epoch 0005/1000 | loss 0.8518
[fold 3] epoch 0006/1000 | loss 0.8558
[fold 3] epoch 0007/1000 | loss 0.8423
[fold 3] epoch 0008/1000 | loss 0.7950
[fold 3] epoch 0009/1000 | loss 0.8436
[fold 3] epoch 0010/1000 | loss 0.7980
[fold 3] epoch 0011/1000 | loss 0.8220
[fold 3] epoch 0012/1000 | loss 0.8599
[fold 3] epoch 0013/1000 | loss 0.8097
[fold 3] epoch 0014/1000 | loss 0.7300
[fold 3] epoch 0015/1000 | loss 0.7257
[fold 3] epoch 0016/1000 | loss 0.7751
[fold 3] epoch 0017/1000 | loss 0.7860
[fold 3] epoch 0018/1000 | loss 0.7754
[fold 3] epoch 0019/1000 | loss 0.7417
[fold 3] epoch 0020/1000 | loss 0.8074
[fold 3] epoch 0021/1000 | loss 0.7426
[fold 3] epoch 0022/1000 | loss 0.7698
[fold 3] epoch 0023/1000 | loss 0.7349
[fold 3] epoch 0024/1000 | loss 0.7500
[fold 3] epoch 0025/1000 | loss 0.7413
[fold 3] epoch 0026/1000 | loss 0.7337
[fold 3] epoch 0027/1000 | loss 0.7439
[fold 3] epoch 0028/1000 | loss 0.6938
[fold 3] epoch 0029/1000 | loss 0.6887
[fold 3] epoch 0030/1000 | loss 0.7199
[fold 3] epoch 0031/1000 | loss 0.6957
[fold 3] epoch 0032/1000 | loss 0.7508
[fold 3] epoch 0033/1000 | loss 0.7450
[fold 3] epoch 0034/1000 | loss 0.7065
[fold 3] epoch 0035/1000 | loss 0.6983
[fold 3] epoch 0036/1000 | loss 0.7044
[fold 3] epoch 0037/1000 | loss 0.6676
[fold 3] epoch 0038/1000 | loss 0.7391
[fold 3] epoch 0039/1000 | loss 0.7440
[fold 3] epoch 0040/1000 | loss 0.6894
[fold 3] epoch 0041/1000 | loss 0.6773
[fold 3] epoch 0042/1000 | loss 0.6871
[fold 3] epoch 0043/1000 | loss 0.6791
[fold 3] epoch 0044/1000 | loss 0.6861
[fold 3] epoch 0045/1000 | loss 0.7088
[fold 3] epoch 0046/1000 | loss 0.6742
[fold 3] epoch 0047/1000 | loss 0.6635
[fold 3] epoch 0048/1000 | loss 0.6249
[fold 3] epoch 0049/1000 | loss 0.7194
[val] fullcase evaluating n_cases=35 (requested max_cases=0)
[val] fullcase per-class dice: c1:0.2830 (n=35)
[val] fullcase mean_fg_dice: 0.2830
[fold 3] epoch 0050/1000 | loss 0.6807 | val Dice 0.2830 (fullcase)
[fold 3] saved new best -> runs/umd_binary/unet3d/fold_03/best_unet3d_fold03.pt
[fold 3] epoch 0051/1000 | loss 0.6651
[fold 3] epoch 0052/1000 | loss 0.6405
[fold 3] epoch 0053/1000 | loss 0.6661
[fold 3] epoch 0054/1000 | loss 0.6680
[fold 3] epoch 0055/1000 | loss 0.6658
[fold 3] epoch 0056/1000 | loss 0.6791
[fold 3] epoch 0057/1000 | loss 0.6423
[fold 3] epoch 0058/1000 | loss 0.6298
[fold 3] epoch 0059/1000 | loss 0.6785
[fold 3] epoch 0060/1000 | loss 0.6419
[fold 3] epoch 0061/1000 | loss 0.6433
[fold 3] epoch 0062/1000 | loss 0.6878
[fold 3] epoch 0063/1000 | loss 0.6871
[fold 3] epoch 0064/1000 | loss 0.6292
[fold 3] epoch 0065/1000 | loss 0.6921
[fold 3] epoch 0066/1000 | loss 0.6935
[fold 3] epoch 0067/1000 | loss 0.6515
[fold 3] epoch 0068/1000 | loss 0.6250
[fold 3] epoch 0069/1000 | loss 0.6937
[fold 3] epoch 0070/1000 | loss 0.6496
[fold 3] epoch 0071/1000 | loss 0.6347
[fold 3] epoch 0072/1000 | loss 0.6454
[fold 3] epoch 0073/1000 | loss 0.6913
[fold 3] epoch 0074/1000 | loss 0.6598
[fold 3] epoch 0075/1000 | loss 0.7309
