/home/daniel/anaconda3/envs/umd_monai_py311/bin/python train_umdfibroid_monai.py --plans-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/nnUNetPlans.json --preproc-dir /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/nnUNetPlans_3d_fullres --splits-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/splits_final.json --nnunet-config 3d_fullres --fold 2 --outdir runs/lms_binary/unet3d/fold_02 --model unet3d --task binary --in-channels 1 --lesion-class-id 1 --oversample-foreground-percent 0.33 --fg-sampling perclass --fg-max-points-per-class 200000 --sampler nnunet --fg-perclass-selection inverse_frequency --fg-min-voxels-in-patch 16 --fg-resample-max-tries 12 --max-epochs 1000 --num-iterations-per-epoch 250 --lr 0.01 --poly-power 0.9 --weight-decay 3e-05 --val-every 50 --val-max-batches 32 --val-mode fullcase --val-num-cases 8 --num-workers 4 --seed 42 --ignore-index -1 --ignore-labels 255 -1 --loss-dice-weight 1.0 --loss-ce-weight 1.0 --dice-smooth-nr 1e-05 --dice-smooth-dr 1e-05 --grad-clip-norm 12.0 --case-cache-size 16 --fg-cache-size 512 --mta-cache 6 --torch-num-threads 1 --dataset-json /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/dataset.json --segresnet-lr-scale 0.1

[speed] case_cache_size=16 fg_cache_size=512 mta_cache=6 OMP/MKL/OPENBLAS/NUMEXPR=1
[dataset.json] inferred num_classes=2 from /media/daniel/b6eaf548-4cbb-4781-8be0-fea0091c0087/UMD/nnUNet_raw_data_base/nnUNet_preprocessed/Dataset102_LMS/dataset.json
[aug] spacing_zyx=(3.3600001335144043, 0.625, 0.625) anisotropic=True do_elastic=False rot_xy=0 order_seg=0 simlr_ignore_axes=(0,)
[sampler] b2nd sampler=nnunet eff_fg_prob=0.5 fg_perclass_selection=inverse_frequency fg_min_voxels_in_patch=16
using pin_memory on device 0
using pin_memory on device 0
[loss] Dice include_background=False (default False).
[val] fullcase evaluating n_cases=8 (requested max_cases=8)
[val] fullcase per-class dice: c1:0.1384 (n=8)
[val] fullcase mean_fg_dice: 0.1384
[fold 2] epoch 0001/1000 | loss 1.2549 | val Dice 0.1384 (fullcase)
[fold 2] saved new best -> runs/lms_binary/unet3d/fold_02/best_unet3d_fold02.pt
[fold 2] epoch 0002/1000 | loss 1.2019
[fold 2] epoch 0003/1000 | loss 1.1007
[fold 2] epoch 0004/1000 | loss 1.0397
[fold 2] epoch 0005/1000 | loss 1.0528
[fold 2] epoch 0006/1000 | loss 1.0560
[fold 2] epoch 0007/1000 | loss 1.0206
[fold 2] epoch 0008/1000 | loss 0.9707
[fold 2] epoch 0009/1000 | loss 0.9747
[fold 2] epoch 0010/1000 | loss 0.9552
[fold 2] epoch 0011/1000 | loss 0.9217
[fold 2] epoch 0012/1000 | loss 0.9579
[fold 2] epoch 0013/1000 | loss 0.9325
[fold 2] epoch 0014/1000 | loss 0.9324
[fold 2] epoch 0015/1000 | loss 0.9630
[fold 2] epoch 0016/1000 | loss 0.8990
[fold 2] epoch 0017/1000 | loss 0.8851
[fold 2] epoch 0018/1000 | loss 0.9028
[fold 2] epoch 0019/1000 | loss 0.8761
[fold 2] epoch 0020/1000 | loss 0.8752
[fold 2] epoch 0021/1000 | loss 0.8498
[fold 2] epoch 0022/1000 | loss 0.8594
[fold 2] epoch 0023/1000 | loss 0.8711
[fold 2] epoch 0024/1000 | loss 0.9140
[fold 2] epoch 0025/1000 | loss 0.8805
[fold 2] epoch 0026/1000 | loss 0.8009
[fold 2] epoch 0027/1000 | loss 0.8367
[fold 2] epoch 0028/1000 | loss 0.8729
[fold 2] epoch 0029/1000 | loss 0.8705
[fold 2] epoch 0030/1000 | loss 0.8544
[fold 2] epoch 0031/1000 | loss 0.8457
[fold 2] epoch 0032/1000 | loss 0.8068
[fold 2] epoch 0033/1000 | loss 0.8316
[fold 2] epoch 0034/1000 | loss 0.8243
[fold 2] epoch 0035/1000 | loss 0.7981
[fold 2] epoch 0036/1000 | loss 0.7707
[fold 2] epoch 0037/1000 | loss 0.8243
[fold 2] epoch 0038/1000 | loss 0.8129
[fold 2] epoch 0039/1000 | loss 0.8049
[fold 2] epoch 0040/1000 | loss 0.8157
[fold 2] epoch 0041/1000 | loss 0.8059
[fold 2] epoch 0042/1000 | loss 0.8498
[fold 2] epoch 0043/1000 | loss 0.8048
[fold 2] epoch 0044/1000 | loss 0.8257
[fold 2] epoch 0045/1000 | loss 0.8138
[fold 2] epoch 0046/1000 | loss 0.8366
[fold 2] epoch 0047/1000 | loss 0.8211
[fold 2] epoch 0048/1000 | loss 0.7576
[fold 2] epoch 0049/1000 | loss 0.7429
[val] fullcase evaluating n_cases=8 (requested max_cases=8)
[val] fullcase per-class dice: c1:0.3815 (n=8)
[val] fullcase mean_fg_dice: 0.3815
[fold 2] epoch 0050/1000 | loss 0.7480 | val Dice 0.3815 (fullcase)
[fold 2] saved new best -> runs/lms_binary/unet3d/fold_02/best_unet3d_fold02.pt
[fold 2] epoch 0051/1000 | loss 0.7619
[fold 2] epoch 0052/1000 | loss 0.7425
[fold 2] epoch 0053/1000 | loss 0.7596
[fold 2] epoch 0054/1000 | loss 0.7796
[fold 2] epoch 0055/1000 | loss 0.7470
[fold 2] epoch 0056/1000 | loss 0.7742
[fold 2] epoch 0057/1000 | loss 0.7452
[fold 2] epoch 0058/1000 | loss 0.7286
[fold 2] epoch 0059/1000 | loss 0.8268
[fold 2] epoch 0060/1000 | loss 0.7931
[fold 2] epoch 0061/1000 | loss 0.7870
[fold 2] epoch 0062/1000 | loss 0.7614
[fold 2] epoch 0063/1000 | loss 0.7208
[fold 2] epoch 0064/1000 | loss 0.7331
[fold 2] epoch 0065/1000 | loss 0.8691
[fold 2] epoch 0066/1000 | loss 0.8126
[fold 2] epoch 0067/1000 | loss 0.7733
[fold 2] epoch 0068/1000 | loss 0.7616
[fold 2] epoch 0069/1000 | loss 0.6921
[fold 2] epoch 0070/1000 | loss 0.7756
[fold 2] epoch 0071/1000 | loss 0.7781
[fold 2] epoch 0072/1000 | loss 0.6957
[fold 2] epoch 0073/1000 | loss 0.6660
[fold 2] epoch 0074/1000 | loss 0.6774
[fold 2] epoch 0075/1000 | loss 0.7442
[fold 2] epoch 0076/1000 | loss 0.7746
[fold 2] epoch 0077/1000 | loss 0.7464
[fold 2] epoch 0078/1000 | loss 0.7307
[fold 2] epoch 0079/1000 | loss 0.7404
[fold 2] epoch 0080/1000 | loss 0.7315
[fold 2] epoch 0081/1000 | loss 0.6798
[fold 2] epoch 0082/1000 | loss 0.6826
[fold 2] epoch 0083/1000 | loss 0.6864
[fold 2] epoch 0084/1000 | loss 0.7093
[fold 2] epoch 0085/1000 | loss 0.7073
[fold 2] epoch 0086/1000 | loss 0.7413
[fold 2] epoch 0087/1000 | loss 0.7021
[fold 2] epoch 0088/1000 | loss 0.6802
[fold 2] epoch 0089/1000 | loss 0.6761
[fold 2] epoch 0090/1000 | loss 0.7078
[fold 2] epoch 0091/1000 | loss 0.7481
[fold 2] epoch 0092/1000 | loss 0.7141
[fold 2] epoch 0093/1000 | loss 0.7301
[fold 2] epoch 0094/1000 | loss 0.6890
[fold 2] epoch 0095/1000 | loss 0.7007
[fold 2] epoch 0096/1000 | loss 0.7266
[fold 2] epoch 0097/1000 | loss 0.6993
[fold 2] epoch 0098/1000 | loss 0.7170
[fold 2] epoch 0099/1000 | loss 0.7021
[val] fullcase evaluating n_cases=8 (requested max_cases=8)
[val] fullcase per-class dice: c1:0.4432 (n=8)
[val] fullcase mean_fg_dice: 0.4432
[fold 2] epoch 0100/1000 | loss 0.6867 | val Dice 0.4432 (fullcase)
[fold 2] saved new best -> runs/lms_binary/unet3d/fold_02/best_unet3d_fold02.pt
[fold 2] epoch 0101/1000 | loss 0.6671
[fold 2] epoch 0102/1000 | loss 0.6426
[fold 2] epoch 0103/1000 | loss 0.7198
[fold 2] epoch 0104/1000 | loss 0.6563
[fold 2] epoch 0105/1000 | loss 0.6907
[fold 2] epoch 0106/1000 | loss 0.6817
[fold 2] epoch 0107/1000 | loss 0.6345
[fold 2] epoch 0108/1000 | loss 0.6602
[fold 2] epoch 0109/1000 | loss 0.6494
[fold 2] epoch 0110/1000 | loss 0.6826
[fold 2] epoch 0111/1000 | loss 0.7220
[fold 2] epoch 0112/1000 | loss 0.6915
[fold 2] epoch 0113/1000 | loss 0.6877
[fold 2] epoch 0114/1000 | loss 0.6732
[fold 2] epoch 0115/1000 | loss 0.6865
[fold 2] epoch 0116/1000 | loss 0.6708
[fold 2] epoch 0117/1000 | loss 0.6975
[fold 2] epoch 0118/1000 | loss 0.6765
[fold 2] epoch 0119/1000 | loss 0.6929
[fold 2] epoch 0120/1000 | loss 0.6668
[fold 2] epoch 0121/1000 | loss 0.6883
[fold 2] epoch 0122/1000 | loss 0.6809
[fold 2] epoch 0123/1000 | loss 0.6702
[fold 2] epoch 0124/1000 | loss 0.6683
[fold 2] epoch 0125/1000 | loss 0.6626
[fold 2] epoch 0126/1000 | loss 0.6470
[fold 2] epoch 0127/1000 | loss 0.6725
[fold 2] epoch 0128/1000 | loss 0.6556
[fold 2] epoch 0129/1000 | loss 0.6782
[fold 2] epoch 0130/1000 | loss 0.7034
[fold 2] epoch 0131/1000 | loss 0.6898
[fold 2] epoch 0132/1000 | loss 0.6834
[fold 2] epoch 0133/1000 | loss 0.6443
[fold 2] epoch 0134/1000 | loss 0.7138
[fold 2] epoch 0135/1000 | loss 0.6723
[fold 2] epoch 0136/1000 | loss 0.7039
[fold 2] epoch 0137/1000 | loss 0.6531
[fold 2] epoch 0138/1000 | loss 0.6373
